date,daily_return,equity_multiple
2025-12-02,-0.0083493019,8.2118940471
2025-12-03,-0.0072352815,8.1524786818
2025-12-04,-0.0009295403,8.1449006241
2025-12-05,-0.0046123736,8.1073332999
2025-12-06,0.0057326691,8.1538099586
2025-12-07,-0.0015766538,8.1409542231
2025-12-08,-0.0036844940,8.1109589260
2025-12-09,-0.0040386271,8.0782017876
2025-12-10,-0.0106127119,7.9924701590
2025-12-11,-0.0045532867,7.9560781506
2025-12-12,0.0055257621,8.0000415455
2025-12-13,0.0021965283,8.0176138630
2025-12-14,-0.0021166980,8.0006429960
2025-12-15,0.0022436977,8.0185940205
2025-12-16,0.0033756802,8.0456622298
2025-12-17,0.0010794053,8.0543467603
2025-12-18,-0.0025337603,8.0339389761
2025-12-19,0.0028357088,8.0567208879
2025-12-20,0.0011825930,8.0662487093
2025-12-21,-0.0010435943,8.0578308179
2025-12-22,-0.0016758791,8.0443268676
2025-12-23,0.0004298730,8.0477849066
2025-12-24,-0.0027126768,8.0259538674
2025-12-25,0.0002091741,8.0276326894
2025-12-26,0.0079969318,8.0918291202
2025-12-27,0.0103632378,8.1756866698
2025-12-28,-0.0012939194,8.1651079901
2025-12-29,0.0031549036,8.1908681189
2025-12-30,0.0015251680,8.2033605685
2025-12-31,-0.0026595199,8.1815435681
2026-01-01,0.0183623081,8.3317755922
2026-01-02,0.0073862410,8.3933160946
2026-01-03,0.0010129997,8.4018185212
2026-01-04,0.0057672888,8.4502742347
2026-01-05,-0.0051087636,8.4071037815
2026-01-06,0.0017016410,8.4214096537
2026-01-07,-0.0057143741,8.3732865682
2026-01-08,0.0058339733,8.4221360985
2026-01-09,0.0015963054,8.4355803997
2026-01-10,0.0022341031,8.4544263559
2026-01-11,-0.0013746463,8.4428045104
2026-01-12,0.0025435526,8.4642792276
2026-01-13,0.0006982889,8.4701897399
2026-01-14,-0.0060236602,8.4191681954
2026-01-15,-0.0028406733,8.3952520888
2026-01-16,-0.0020375849,8.3781460499
2026-01-17,-0.0032721211,8.3507317417
2026-01-18,-0.0085675671,8.2791862870
2026-01-19,0.0037325422,8.3100886995
2026-01-20,0.0074553779,8.3720435515
2026-01-21,0.0013043125,8.3829633121
2026-01-22,0.0009409909,8.3908516043
2026-01-23,-0.0015492233,8.3778523014
2026-01-24,0.0004662942,8.3817588452
2026-01-25,-0.0042317638,8.3462892216
2026-01-26,-0.0023001810,8.3270912455
2026-01-27,0.0031025902,8.3529267975
2026-01-28,-0.0010845145,8.3438679273
2026-01-29,-0.0033302010,8.3160811701
2026-01-30,0.0059505725,8.3655666137
2026-01-31,0.0014216782,8.3774597576
2026-02-01,0.0056452153,8.4247523217
2026-02-02,-0.0018861205,8.4088622233
2026-02-03,0.0011579969,8.4185996599
2026-02-04,0.0226820378,8.6095506553
2026-02-05,0.0110751960,8.7049031166
2026-02-06,-0.0083553969,8.6321701958
2026-02-07,-0.0045285965,8.5930785797
2026-02-08,0.0063564612,8.6477001499
2026-02-09,0.0016366804,8.6618536710
2026-02-10,0.0013770644,8.6737816013
2026-02-11,-0.0025717972,8.6514743943
2026-02-12,-0.0039538193,8.6172680279
2026-02-13,0.0056344974,8.6658220023
2026-02-14,0.0119274995,8.7691835896
2026-02-15,0.0113293583,8.8685328128
2026-02-16,0.0042089312,8.9058598574
2026-02-17,-0.0000994436,8.9049742266
2026-02-18,-0.0036187399,8.8727494409
2026-02-19,-0.0050465687,8.8279725012
2026-02-20,-0.0002989850,8.8253330697
2026-02-21,0.0043055135,8.8633306600
2026-02-22,-0.0055611731,8.8140401441
2026-02-23,0.0096734987,8.8993027496
2026-02-24,0.0035708347,8.9310806891
2026-02-25,0.0473389371,9.3538685558
2026-02-26,-0.0073145595,9.2854491281
2026-02-27,0.0040667758,9.3232109676
2026-02-28,0.0020289073,9.3421268980
2026-03-01,0.0094709880,9.4306060694
2026-03-02,0.0051938902,9.4795876019
2026-03-03,0.0042373402,9.5197558394
2026-03-04,-0.0103457432,9.4212668904
2026-03-05,-0.0054833666,9.3696066301
2026-03-06,0.0066745990,9.4321449972
2026-03-07,-0.0030842070,9.4030543091
2026-03-08,0.0032658606,9.4337633735
2026-03-09,-0.0107103382,9.3327245771
2026-03-10,-0.0017383521,9.3165010158
2026-03-11,-0.0045660712,9.2739612089
2026-03-12,-0.0029930539,9.2462037434
2026-03-13,-0.0025880590,9.2222740222
2026-03-14,-0.0013791007,9.2095555773
2026-03-15,0.0000666083,9.2101690098
2026-03-16,0.0064819978,9.2698693051
2026-03-17,0.0026049795,9.2940171250
2026-03-18,0.0027137651,9.3192389039
2026-03-19,-0.0009953319,9.3099631684
2026-03-20,0.0048959516,9.3555442979
2026-03-21,-0.0000815297,9.3547815433
2026-03-22,0.0013389166,9.3673068156
2026-03-23,-0.0026825793,9.3421782721
2026-03-24,-0.0043427843,9.3016072071
2026-03-25,-0.0038974950,9.2653542394
2026-03-26,0.0068408955,9.3287375596
2026-03-27,0.0037454022,9.3636774341
2026-03-28,-0.0021060576,9.3439569896
2026-03-29,0.0040354577,9.3816641331
2026-03-30,-0.0031891268,9.3517448164
2026-03-31,-0.0066853618,9.2892250191
2026-04-01,-0.0096366424,9.1997080798
2026-04-02,0.0054456382,9.2498063613
2026-04-03,-0.0016802556,9.2342643226
2026-04-04,-0.0004464706,9.2301414953
2026-04-05,-0.0033787583,9.1989550780
2026-04-06,0.0016426656,9.2140658853
2026-04-07,-0.0034428120,9.1823435888
2026-04-08,0.0009490054,9.1910576827
2026-04-09,0.0061628026,9.2477003571
2026-04-10,-0.0038919872,9.2117084255
2026-04-11,0.0004337917,9.2157043879
2026-04-12,-0.0016453710,9.2005411351
2026-04-13,-0.0077319599,9.1294029200
2026-04-14,-0.0014234984,9.1164072292
2026-04-15,0.0011198681,9.1266164033
2026-04-16,0.0156734764,9.2696622102
2026-04-17,0.0035541524,9.3026080026
2026-04-18,0.0054459620,9.3532696525
2026-04-19,-0.0037374117,9.3183126331
2026-04-20,-0.0018768530,9.3008235301
2026-04-21,-0.0007650222,9.2937081937
2026-04-22,0.0091226531,9.3784914693
2026-04-23,-0.0005402470,9.3734247676
2026-04-24,-0.0052542241,9.3241746931
2026-04-25,0.0016573332,9.3396279570
2026-04-26,0.0018507372,9.3569131540
2026-04-27,-0.0051761244,9.3084806074
2026-04-28,-0.0033463479,9.2773311930
2026-04-29,-0.0111321198,9.1740548310
2026-04-30,-0.0041145539,9.1363076878
2026-05-01,-0.0002149636,9.1343437137
2026-05-02,0.0020291468,9.1528786377
2026-05-03,-0.0008124516,9.1454423664
2026-05-04,0.0017227837,9.1611979850
2026-05-05,-0.0013082586,9.1492127694
2026-05-06,-0.0087214640,9.0694182396
2026-05-07,-0.0092494578,8.9855310385
2026-05-08,-0.0130559003,8.8682168414
2026-05-09,0.0054425616,8.9164826575
2026-05-10,-0.0044201352,8.8770705986
2026-05-11,0.0014174185,8.8896531230
2026-05-12,0.0012823321,8.9010526101
2026-05-13,-0.0107544563,8.8053266292
2026-05-14,-0.0008366000,8.7979600931
2026-05-15,-0.0049342786,8.7545485071
2026-05-16,0.0014705829,8.7674227964
2026-05-17,0.0019400943,8.7844324231
2026-05-18,0.0012273532,8.7952140240
2026-05-19,-0.0036568045,8.7630516459
2026-05-20,-0.0003784143,8.7597355822
2026-05-21,0.0021578239,8.7786375487
2026-05-22,-0.0033057953,8.7496171702
2026-05-23,-0.0029975083,8.7233901202
2026-05-24,0.0037469725,8.7560764228
2026-05-25,-0.0028033925,8.7315297041
2026-05-26,0.0003023331,8.7341695346
2026-05-27,-0.0000327678,8.7338833348
2026-05-28,0.0015828847,8.7477080649
2026-05-29,-0.0025192451,8.7256704446
2026-05-30,-0.0247087898,8.5100696878
2026-05-31,0.0006364452,8.5154858805
2026-06-01,-0.0113184790,8.4191035327
2026-06-02,-0.0041646576,8.3840408491
2026-06-03,0.0077239598,8.4487988436
2026-06-04,-0.0094710224,8.3687800803
2026-06-05,0.0137293811,8.4836782510
2026-06-06,-0.0032177590,8.4563798188
2026-06-07,-0.0023917039,8.4361546619
2026-06-08,0.0018086664,8.4514128513
2026-06-09,-0.0029566615,8.4264248847
2026-06-10,-0.0025095958,8.4052779643
2026-06-11,-0.0006702536,8.3996442968
2026-06-12,-0.0013648008,8.3881804558
2026-06-13,0.0010704791,8.3971598279
2026-06-14,-0.0026049998,8.3752852284
2026-06-15,0.0073232500,8.4366195360
2026-06-16,-0.0008602179,8.4293622048
2026-06-17,-0.0006848082,8.4235897082
2026-06-18,-0.0001193697,8.4225841872
2026-06-19,-0.0101634978,8.3369812715
2026-06-20,0.0126003541,8.4420301878
2026-06-21,-0.0043273103,8.4054989034
2026-06-22,0.0001308723,8.4065989505
2026-06-23,0.0095646745,8.4870053330
2026-06-24,-0.0001529703,8.4857070733
2026-06-25,0.0030608709,8.5116807275
2026-06-26,0.0095133000,8.5926548997
2026-06-27,0.0031575449,8.6197865935
2026-06-28,0.0033056888,8.6482809257
2026-06-29,-0.0051522680,8.6037226643
2026-06-30,0.0034036267,8.6330065244
